WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (19392024.5647768 -4744119.09876065)",219600,Inglewood,2.94435948,2.94435948,1703813.6927,5665164.6581,-39.15653753,174.20152057,19392024.5648,-4744119.09876
"POINT (19413065.00634 -4744687.06138419)",219700,Tarata,258.96873968,258.96873968,1720138.36015,5664492.2947,-39.1604937,174.39053007,19413065.0063,-4744687.06138
"POINT (19390226.1813116 -4770519.49882929)",219800,Pembroke,226.37533006,226.37533006,1702150.98465,5644800.5273,-39.34019567,174.18536541,19390226.1813,-4770519.49883
"POINT (19439692.0904909 -4756211.08981944)",219900,Douglas,1010.45329582,1010.45329582,1740645.18035,5655244.7389,-39.24071688,174.62972523,19439692.0905,-4756211.08982
"POINT (19408364.1979183 -4767198.45232118)",220000,Toko,228.45223646,228.45223646,1716231.02325,5647164.83245,-39.31711879,174.34830199,19408364.1979,-4767198.45232
"POINT (19401051.7544612 -4768768.42089277)",220100,Stratford North,3.28542547,3.28542547,1710550.9161,5646036.38715,-39.32802895,174.28261319,19401051.7545,-4768768.42089
"POINT (19466690.2901427 -4737885.51032726)",220200,Whangamomona,689.59996202,689.59996202,1761869.29565,5669003.4389,-39.11310251,174.87225419,19466690.2901,-4737885.51033
"POINT (19401774.5815324 -4770145.3764902)",220300,Stratford Central,2.53265568,2.53265568,1711095.45725,5644966.6006,-39.3375964,174.28910646,19401774.5815,-4770145.37649
"POINT (19401335.0587628 -4771792.41409447)",220400,Stratford South,2.71989707,2.71989707,1710737.1195,5643701.54035,-39.34903873,174.28515816,19401335.0588,-4771792.41409
"POINT (19355297.429809 -4766692.42920225)",220500,Cape Egmont,434.17712626,434.17712626,1675139.23325,5648059.62665,-39.31360193,173.8715951,19355297.4298,-4766692.4292
"POINT (19366855.2014061 -4786007.95668158)",220600,Taungatara,313.10448637,313.10448637,1683929.26305,5633083.6554,-39.44771938,173.97542033,19366855.2014,-4786007.95668
"POINT (19353871.343351 -4786527.55559493)",220700,Opunake,3.76514248,3.76514248,1673889.44685,5632785.721,-39.45132365,173.85878435,19353871.3434,-4786527.55559
"POINT (19395173.121084 -4784106.08073585)",220800,Kaponga-Mangatoki,172.81250681,172.81250681,1705838.1067,5634280.3369,-39.43452513,174.22980453,19395173.1211,-4784106.08074
"POINT (19383372.2809991 -4796112.93152722)",220900,Manaia-Kapuni,109.37614226,109.37614226,1696599.42145,5625159.32925,-39.51778061,174.12379578,19383372.281,-4796112.93153
"POINT (19402879.8949625 -4783610.49538385)",221000,Eltham,3.4120219,3.4120219,1711801.8919,5634578.42655,-39.4310866,174.29903566,19402879.895,-4783610.49538
"POINT (19393813.182943 -4798960.12176581)",221100,Okaiawa,102.1116779,102.1116779,1704632.235,5622864.9824,-39.5375084,174.217588,19393813.1829,-4798960.12177
"POINT (19424524.2647378 -4784758.01551951)",221200,Te Roti-Moeroa,361.94093947,361.94093947,1728522.0295,5633435.71995,-39.43904821,174.49347034,19424524.2647,-4784758.01552
"POINT (19398877.5830132 -4804542.49233467)",221300,Egmont Showgrounds,4.40122899,4.40122899,1708481.6073,5618519.98705,-39.57617162,174.26308228,19398877.583,-4804542.49233
"POINT (19404253.8568629 -4805366.20584946)",221400,Normanby-Tawhiti,49.49971996,49.49971996,1712620.4712,5617827.62155,-39.58187479,174.31137817,19404253.8569,-4805366.20585
"POINT (19419569.7512358 -4799093.66770578)",221500,Ohangai,331.77711962,331.77711962,1724514.3304,5622467.6995,-39.53843359,174.44896319,19419569.7512,-4799093.66771
"POINT (19400666.1005495 -4803748.01986023)",221600,Turuturu,4.33292835,4.33292835,1709870.2323,5619111.0385,-39.57067046,174.2791488,19400666.1005,-4803748.01986
"POINT (19400408.1895795 -4805407.31719261)",221700,King Edward Park,1.08208134,1.08208134,1709653.11675,5617838.7369,-39.58215942,174.27683195,19400408.1896,-4805407.31719
"POINT (19400180.3376115 -4808869.41209595)",221800,Ramanui,13.59921257,13.59921257,1709439.6073,5615181.36855,-39.60612482,174.27478512,19400180.3376,-4808869.4121
"POINT (19401110.9689591 -4806600.88277142)",221900,Hawera Central,1.78428964,1.78428964,1710182.21325,5616913.92025,-39.59042249,174.28314512,19401110.969,-4806600.88277
"POINT (19452587.5314731 -4809526.86761565)",222000,Mangawhio,1368.58484726,1368.58484726,1749848.2072,5613997.0222,-39.61067493,174.74556695,19452587.5315,-4809526.86762
"POINT (19433632.5738425 -4834581.0536316)",222100,Manutahi-Waitotora,293.22169535,293.22169535,1734892.5633,5595046.43775,-39.78384701,174.57529167,19433632.5738,-4834581.05363
"POINT (19421958.446055 -4830284.25669852)",222200,Patea,6.15358793,6.15358793,1725966.17985,5598492.1543,-39.75417884,174.4704212,19421958.4461,-4830284.2567
"POINT (19481242.6450964 -4702632.96507605)",222300,Otangiwai-Ohura,2011.6970374,2011.6970374,1773773.4966,5696080.09585,-38.86696248,175.00298022,19481242.6451,-4702632.96508
"POINT (19523004.3773598 -4700773.37157567)",222400,Ngapuke,621.83240892,621.83240892,1806362.0506,5696742.48865,-38.85395468,175.37813224,19523004.3774,-4700773.37158
"POINT (19508148.1419186 -4702001.77941918)",222500,Taumarunui North,3.59460453,3.59460453,1794756.67645,5696082.06015,-38.86254762,175.24467641,19508148.1419,-4702001.77942
"POINT (19510339.9826369 -4705629.80994847)",222600,Taumarunui Central,5.53738135,5.53738135,1796395.3284,5693223.81005,-38.88792031,175.26436605,19510339.9826,-4705629.80995
"POINT (19515842.4684145 -4705715.79599534)",222700,Taumarunui East,4.51828493,4.51828493,1800681.3138,5693049.4796,-38.88852154,175.31379572,19515842.4684,-4705715.796
"POINT (19522314.3431301 -4738344.49142975)",222800,National Park,1375.27911879,1375.27911879,1805065.29865,5667638.3925,-39.11630156,175.37193356,19522314.3431,-4738344.49143
"POINT (19499575.2706347 -4773710.71723373)",222900,Tangiwai,2696.63220175,2696.63220175,1786749.5559,5640769.2535,-39.36236325,175.16766499,19499575.2706,-4773710.71723
"POINT (19511639.4792401 -4783347.68099253)",223000,Raetihi,3.86281296,3.86281296,1795899.92445,5633113.88445,-39.42926305,175.27603962,19511639.4792,-4783347.68099
"POINT (19527069.5574523 -4780797.29109639)",223100,Ohakune,6.44049317,6.44049317,1807884.16825,5634768.0203,-39.41156448,175.41465037,19527069.5575,-4780797.2911
"POINT (19556345.2047193 -4789197.9819581)",223200,Waiouru,5.01061607,5.01061607,1830336.3872,5627659.451,-39.46984453,175.67763799,19556345.2047,-4789197.98196
"POINT (19499782.5847289 -4822574.82354823)",223300,Upper Whanganui,1849.88702065,1849.88702065,1786003.89275,5603187.30285,-39.70091534,175.16952733,19499782.5847,-4822574.82355
"POINT (19470099.8664084 -4843218.39993881)",223400,Mowhanau,170.17854307,170.17854307,1762805.2698,5587885.95825,-39.84344675,174.90288293,19470099.8664,-4843218.39994
"POINT (19484160.0841179 -4848048.64797202)",223500,Brunswick-Papaiti,51.53233467,51.53233467,1773528.4125,5583951.15825,-39.87675408,175.02918802,19484160.0841,-4848048.64797
"POINT (19478370.0475879 -4855737.26553429)",223600,Castlecliff West,3.02339209,3.02339209,1768949.9122,5578169.6675,-39.92973815,174.97717523,19478370.0476,-4855737.26553
"POINT (19483349.4677546 -4852259.22766173)",223700,Otamatea (Whanganui District),2.23081277,2.23081277,1772832.71015,5580743.9146,-39.90577525,175.02190613,19483349.4678,-4852259.22766
"POINT (19480097.3249139 -4856723.36182531)",223800,Castlecliff East,2.62583221,2.62583221,1770259.04655,5577386.2027,-39.9365306,174.99269163,19480097.3249,-4856723.36183
"POINT (19482778.2171925 -4854463.23245051)",223900,Springvale North,1.04156145,1.04156145,1772355.939,5579068.17065,-39.92096132,175.0167745,19482778.2172,-4854463.23245
"POINT (19486821.5065749 -4852076.96171685)",224000,Lower Aramoho,2.08402396,2.08402396,1775502.23055,5580822.47875,-39.90451924,175.05309598,19486821.5066,-4852076.96172
"POINT (19485317.2740816 -4853321.90676756)",224100,St Johns Hill East,1.12370703,1.12370703,1774325.2932,5579896.7335,-39.91309776,175.03958323,19485317.2741,-4853321.90677
"POINT (19484321.9406608 -4854357.71313435)",224200,St Johns Hill West,1.12201177,1.12201177,1773542.9966,5579121.98995,-39.92023434,175.030642,19484321.9407,-4854357.71313
"POINT (19482021.4593734 -4856634.75153606)",224300,Titoki,1.92009589,1.92009589,1771737.5231,5577420.8202,-39.93592026,175.00997642,19482021.4594,-4856634.75154
"POINT (19482863.0262163 -4855699.99684526)",224400,Springvale West,0.68873691,0.68873691,1772399.6709,5578120.9589,-39.92948142,175.01753635,19482863.0262,-4855699.99685
"POINT (19483496.2893117 -4855133.22652742)",224500,Springvale East,0.63070964,0.63070964,1772895.6359,5578543.34035,-39.92557706,175.02322505,19483496.2893,-4855133.22653
"POINT (19488684.389493 -4850833.78014651)",224600,Upper Aramoho,1.56170695,1.56170695,1776954.8879,5581740.44035,-39.89595181,175.06983054,19488684.3895,-4850833.78015
"POINT (19481888.126185 -4858471.48637097)",224700,Balgownie,2.8144437,2.8144437,1771603.5569,5576018.9414,-39.94857043,175.00877867,19481888.1262,-4858471.48637
"POINT (19486008.7115777 -4854271.8485543)",224800,Laird Park,1.11351193,1.11351193,1774839.56635,5579158.0782,-39.91964278,175.04579452,19486008.7116,-4854271.84855
"POINT (19488035.6052503 -4852529.87424479)",224900,Wembley Park,1.53593018,1.53593018,1776426.59385,5580454.5449,-39.90764024,175.06400242,19488035.6053,-4852529.87424
"POINT (19484774.2302337 -4855847.96396995)",225000,College Estate,1.35036588,1.35036588,1773864.2705,5577974.5028,-39.9305007,175.03470499,19484774.2302,-4855847.96397
"POINT (19487756.8883058 -4853431.3386488)",225100,Whanganui East-Williams Domain,1.37719066,1.37719066,1776196.63805,5579770.0031,-39.91385177,175.06149866,19487756.8883,-4853431.33865
"POINT (19482940.0732971 -4857623.97563767)",225200,Gonville West,0.73842215,0.73842215,1772425.5415,5576648.60735,-39.94273365,175.01822847,19482940.0733,-4857623.97564
"POINT (19484140.1275433 -4857007.18320068)",225300,Gonville North,1.34068527,1.34068527,1773357.33755,5577099.26295,-39.93848551,175.02900874,19484140.1275,-4857007.1832
"POINT (19486564.9497694 -4855237.34875517)",225400,Cornmarket,0.62888431,0.62888431,1775249.67045,5578409.94245,-39.92629435,175.05079129,19486564.9498,-4855237.34876
"POINT (19487732.5189044 -4854586.68159842)",225500,Whanganui East-Riverlands,1.49505211,1.49505211,1776157.5194,5578886.85855,-39.92181181,175.06127975,19487732.5189,-4854586.6816
"POINT (19498301.3902273 -4857496.3532912)",225600,Kaitoke-Fordell,261.31054119,261.31054119,1784218.1701,5576470.30025,-39.94185467,175.15622153,19498301.3902,-4857496.35329
"POINT (19486144.907566 -4856521.00248901)",225700,Whanganui Central,2.43776167,2.43776167,1774904.6819,5577435.8256,-39.93513676,175.04701799,19486144.9076,-4856521.00249
"POINT (19484695.9459874 -4858375.20081716)",225800,Gonville South,1.53981291,1.53981291,1773760.12175,5576043.71,-39.94790734,175.03400175,19484695.946,-4858375.20082
"POINT (19488254.5966383 -4856412.19412271)",225900,Bastia-Durie Hill,2.57031195,2.57031195,1776526.0315,5577481.69115,-39.93438728,175.06596965,19488254.5966,-4856412.19412
"POINT (19486475.2172546 -4858761.80540524)",226000,Putiki,3.35422581,3.35422581,1775118.8633,5575716.9174,-39.95056973,175.04998521,19486475.2173,-4858761.80541
"POINT (19580478.3343201 -4807358.6746792)",226100,Mokai Patea,2475.07449563,2475.07449563,1848538.7271,5613114.98695,-39.59566818,175.89442958,19580478.3343,-4807358.67468
"POINT (19614080.6091913 -4772207.71293744)",226200,Ngamatea,611.55273062,611.55273062,1875423.8207,5639294.85555,-39.35192361,176.19628395,19614080.6092,-4772207.71294
"POINT (19509602.2581676 -4867598.3955589)",226300,Turakina,276.63551645,276.63551645,1792696.6242,5568536.3,-40.0113956,175.25773896,19509602.2582,-4867598.39556
"POINT (19539406.4930638 -4849910.23871768)",226400,Otairi,636.74022781,636.74022781,1815933.14535,5581444.4453,-39.8895865,175.52547495,19539406.4931,-4849910.23872
"POINT (19569607.2966506 -4819269.5933334)",226500,Taihape,4.9344456,4.9344456,1839866.85455,5604233.71675,-39.67806733,175.79677339,19569607.2967,-4819269.59333
"POINT (19522922.4511253 -4881916.50671263)",226600,Marton Rural,192.56144853,192.56144853,1802618.30525,5557342.6374,-40.10983805,175.37739628,19522922.4511,-4881916.50671
"POINT (19522208.2796857 -4875100.18169973)",226700,Marton North,8.7366712,8.7366712,1802210.1334,5562557.65835,-40.06299097,175.37098077,19522208.2797,-4875100.1817
"POINT (19512611.9876477 -4892044.44566493)",226800,Parewanui,265.95684944,265.95684944,1794525.21825,5549829.34495,-40.17938557,175.28477582,19512611.9876,-4892044.44566
"POINT (19523815.1953236 -4878198.48771799)",226900,Marton South,4.85631719,4.85631719,1803377.96155,5560160.4962,-40.08428893,175.38541594,19523815.1953,-4878198.48772
"POINT (19523491.7186644 -4892044.91281138)",227000,Bulls,6.69567673,6.69567673,1802847.07595,5549610.184,-40.17938877,175.3825101,19523491.7187,-4892044.91281
"POINT (19558393.5632711 -4867130.58900161)",227100,Kiwitea,783.84226615,783.84226615,1830120.49605,5567853.09425,-40.00817686,175.69603871,19558393.5633,-4867130.589
"POINT (19542104.1035655 -4883953.76542885)",227200,Tokorangi,271.13390378,271.13390378,1817260.94175,5555381.88835,-40.12383342,175.549708,19542104.1036,-4883953.76543
"POINT (19524872.5825082 -4897175.69086558)",227300,Ohakea-Sanson,82.74217329,82.74217329,1803797.80505,5545673.5978,-40.21459412,175.39491461,19524872.5825,-4897175.69087
"POINT (19513268.3256913 -4913763.50413539)",227400,Oroua Downs,125.27707497,125.27707497,1794599.99145,5533286.76445,-40.32828797,175.2906718,19513268.3257,-4913763.50414
"POINT (19533479.4130069 -4902333.75692844)",227500,Awahuri,126.35606184,126.35606184,1810268.29875,5541566.08625,-40.24996829,175.47223109,19533479.413,-4902333.75693
"POINT (19582490.8175686 -4876413.13050191)",227600,Pohangina-Apiti,682.38329118,682.38329118,1848367.9571,5560183.8723,-40.07201708,175.91250803,19582490.8176,-4876413.1305
"POINT (19542698.3851905 -4895257.33330828)",227700,Mount Taylor,3.19060738,3.19060738,1817467.9592,5546754.29745,-40.20143326,175.55504652,19542698.3852,-4895257.33331
"POINT (19524807.7741787 -4918182.87159765)",227800,Taikorea,152.97421605,152.97421605,1803316.1959,5529694.5446,-40.35854632,175.39433243,19524807.7742,-4918182.8716
"POINT (19543867.7001888 -4895955.71106044)",227900,Makino,1.71330835,1.71330835,1818346.7143,5546196.57105,-40.20622477,175.56555066,19543867.7002,-4895955.71106
"POINT (19541701.5201137 -4898872.07885939)",228000,Sandon,4.47695063,4.47695063,1816626.656,5544023.4562,-40.22623004,175.54609153,19541701.5201,-4898872.07886
"POINT (19545715.2897535 -4896135.24878855)",228100,Kimbolton North,4.2250906,4.2250906,1819755.4326,5546018.8373,-40.2074565,175.58214784,19545715.2898,-4896135.24879
"POINT (19543140.5118502 -4898375.65075472)",228200,Warwick,0.821351,0.821351,1817737.5164,5544369.77775,-40.22282513,175.55901821,19543140.5119,-4898375.65075
"POINT (19544385.6865092 -4897694.47362164)",228300,Kimbolton West,1.16074471,1.16074471,1818704.3995,5544860.93825,-40.21815279,175.57020381,19544385.6865,-4897694.47362
"POINT (19545603.4548711 -4900684.26372579)",228400,Feilding Central,4.91853972,4.91853972,1819569.08815,5542557.5389,-40.23865803,175.58114321,19545603.4549,-4900684.26373
"POINT (19545255.2891028 -4898883.23996735)",228500,Kimbolton South,1.35407415,1.35407415,1819342.8775,5543936.459,-40.22630659,175.57801558,19545255.2891,-4898883.23997
"POINT (19533898.8437537 -4920840.31586843)",228600,Kauwhata,154.28816889,154.28816889,1810195.0954,5527484.38135,-40.37673467,175.4759989,19533898.8438,-4920840.31587
"POINT (19558105.2096011 -4900340.57107664)",228700,Taonui,165.87884474,165.87884474,1829131.61105,5542534.89175,-40.23630115,175.69344838,19558105.2096,-4900340.57108
"POINT (19545468.2731618 -4914595.98249408)",228800,Newbury,34.73266926,34.73266926,1819157.4324,5531977.46295,-40.33398879,175.57992885,19545468.2732,-4914595.98249
"POINT (19550197.6549107 -4911439.09374673)",228900,Palmerston North Airport,7.53705382,7.53705382,1822837.93825,5534271.5925,-40.31236784,175.62241361,19550197.6549,-4911439.09375
"POINT (19548516.6057717 -4913587.51257346)",229000,Milson North,0.96528172,0.96528172,1821506.4499,5532675.935,-40.32708272,175.60731249,19548516.6058,-4913587.51257
"POINT (19546053.7263232 -4916224.89538276)",229100,Cloverlea (Palmerston North City),0.67606911,0.67606911,1819568.0483,5530726.2198,-40.3451422,175.58518807,19546053.7263,-4916224.89538
"POINT (19547553.0709528 -4915428.64964352)",229200,Tremaine,4.40159153,4.40159153,1820729.90915,5531297.92345,-40.33969042,175.59865691,19547553.071,-4915428.64964
"POINT (19548264.9970499 -4914661.60932009)",229300,Milson South,1.22972865,1.22972865,1821290.3625,5531865.02215,-40.33443818,175.60505225,19548264.997,-4914661.60932
"POINT (19557843.9378832 -4911209.76749119)",229400,Whakarongo,51.7306993,51.7306993,1828680.6352,5534270.7453,-40.31079696,175.69110134,19557843.9379,-4911209.76749
"POINT (19545256.7367529 -4917767.36663349)",229500,Westbrook,1.12911543,1.12911543,1818925.7289,5529571.66775,-40.35570204,175.57802859,19545256.7368,-4917767.36663
"POINT (19547556.8962705 -4916917.7656164)",229600,Takaro North,1.11967527,1.11967527,1820699.5713,5530165.98835,-40.34988583,175.59869127,19547556.8963,-4916917.76562
"POINT (19544190.6276251 -4920280.18905742)",229700,Pioneer West,2.36384577,2.36384577,1818056.88875,5527685.9432,-40.37290141,175.56845156,19544190.6276,-4920280.18906
"POINT (19549352.5793976 -4915728.50791383)",229800,Palmerston North Hospital,1.07412464,1.07412464,1822096.40345,5531029.52215,-40.34174356,175.61482217,19549352.5794,-4915728.50791
"POINT (19546171.4997868 -4918591.59984256)",229900,Highbury East,1.16072094,1.16072094,1819605.3099,5528924.9307,-40.3613441,175.58624604,19546171.4998,-4918591.59984
"POINT (19545118.909225 -4919324.44115216)",230000,Park West,0.92856836,0.92856836,1818786.0914,5528391.5152,-40.36636017,175.57679046,19545118.9092,-4919324.44115
"POINT (19546990.4372843 -4917936.16354284)",230100,Takaro South,0.87652777,0.87652777,1820244.6627,5529404.7096,-40.35685753,175.59360268,19546990.4373,-4917936.16354
"POINT (19550926.3171194 -4914812.87311353)",230200,Roslyn (Palmerston North City),1.15075731,1.15075731,1823317.99995,5531689.9456,-40.33547398,175.62895929,19550926.3171,-4914812.87311
"POINT (19552646.4885154 -4913803.35082383)",230300,Kelvin Grove West,0.78190158,0.78190158,1824653.7181,5532418.2827,-40.32856085,175.64441186,19552646.4885,-4913803.35082
"POINT (19554438.7266002 -4912908.14205623)",230400,Kelvin Grove North,2.14179568,2.14179568,1826042.1033,5533057.8999,-40.32242994,175.6605118,19554438.7266,-4912908.14206
"POINT (19549808.829134 -4916527.27529822)",230500,Papaioea North,0.80386635,0.80386635,1822426.58625,5530412.0886,-40.34721244,175.61892073,19549808.8291,-4916527.2753
"POINT (19548827.9809048 -4917719.88784514)",230600,Palmerston North Central,1.84381526,1.84381526,1821651.41505,5529527.8172,-40.35537702,175.61010962,19548827.9809,-4917719.88785
"POINT (19546445.6144048 -4919896.09138927)",230700,Awapuni North,1.23350313,1.23350313,1819785.39815,5527927.5985,-40.37027268,175.58870846,19546445.6144,-4919896.09139
"POINT (19551445.8167045 -4915719.30742447)",230800,Terrace End,1.20279285,1.20279285,1823693.94845,5530989.12235,-40.34168056,175.63362604,19551445.8167,-4915719.30742
"POINT (19545376.3524509 -4921883.45224423)",230900,Maraetarata,2.33161877,2.33161877,1818925.74195,5526441.6034,-40.38387287,175.57910311,19545376.3525,-4921883.45224
"POINT (19550538.0807954 -4917240.19423179)",231000,Papaioea South,0.6005035,0.6005035,1822966.94185,5529853.7502,-40.35209317,175.62547171,19550538.0808,-4917240.19423
"POINT (19554670.4174387 -4914121.78313044)",231100,Royal Oak (Palmerston North City),1.62616019,1.62616019,1826191.18705,5532129.8597,-40.33074153,175.66259312,19554670.4174,-4914121.78313
"POINT (19548080.2837549 -4919560.42972393)",231200,West End,1.16757728,1.16757728,1821039.78425,5528146.01885,-40.36797536,175.60339294,19548080.2838,-4919560.42972
"POINT (19546971.7396106 -4921002.55497228)",231300,Awapuni South,1.70556788,1.70556788,1820162.04465,5527075.1951,-40.37784493,175.59343472,19546971.7396,-4921002.55497
"POINT (19549910.3282394 -4918350.74285648)",231400,Milverton,0.56451037,0.56451037,1822462.9751,5529023.98355,-40.35969543,175.61983251,19549910.3282,-4918350.74286
"POINT (19552372.2780822 -4916818.37313785)",231500,Ruamahanga,1.53170712,1.53170712,1824375.9722,5530132.66155,-40.34920538,175.64194858,19552372.2781,-4916818.37314
"POINT (19549293.421826 -4919465.19727425)",231600,Esplanade,1.30575848,1.30575848,1821967.3011,5528191.0695,-40.36732356,175.61429075,19549293.4218,-4919465.19727
"POINT (19550585.0197538 -4918645.23490551)",231700,Hokowhitu Central,0.91032398,0.91032398,1822971.04455,5528784.92775,-40.36171123,175.62589337,19550585.0198,-4918645.23491
"POINT (19551746.8696164 -4918013.33076129)",231800,Hokowhitu East,1.24309948,1.24309948,1823871.70255,5529238.7468,-40.35738577,175.63633044,19551746.8696,-4918013.33076
"POINT (19548662.7457689 -4922857.37812062)",231900,Turitea,9.64669874,9.64669874,1821410.15485,5525628.2378,-40.39053678,175.60862529,19548662.7458,-4922857.37812
"POINT (19551225.4134328 -4919868.28385333)",232000,Ruahine,1.57973395,1.57973395,1823431.91565,5527841.0693,-40.37008236,175.63164612,19551225.4134,-4919868.28385
"POINT (19546278.8953389 -4924985.0186252)",232100,Linton Camp,4.98324546,4.98324546,1819545.0517,5524065.76635,-40.40509247,175.58721079,19546278.8953,-4924985.01863
"POINT (19565358.0385439 -4908342.41165632)",232200,Ashhurst,4.23333772,4.23333772,1834485.2714,5536274.9857,-40.29115251,175.75860165,19565358.0385,-4908342.41166
"POINT (19552340.9510802 -4919301.61571143)",232300,Hokowhitu South,0.89536257,0.89536257,1824295.687,5528246.25685,-40.36620394,175.64166717,19552340.9511,-4919301.61571
"POINT (19553962.568861 -4919753.70219425)",232400,Aokautere,7.14236352,7.14236352,1825522.3676,5527865.68055,-40.36929816,175.65623441,19553962.5689,-4919753.70219
"POINT (19548222.2123185 -4931969.01287866)",232500,Pihauatua,143.77602883,143.77602883,1820870.17605,5518720.3882,-40.45284951,175.60466791,19548222.2123,-4931969.01288
"POINT (19560845.4177287 -4919553.42178746)",232600,Aokautere Rural,83.31302305,83.31302305,1830777.2081,5527858.2549,-40.3679274,175.71806409,19560845.4177,-4919553.42179
"POINT (19552761.1006765 -4922784.50772589)",232700,Poutoa,7.06392722,7.06392722,1824536.98325,5525590.67165,-40.3900382,175.64544144,19552761.1007,-4922784.50773
"POINT (19609045.195971 -4882141.25393515)",232800,Norsewood,397.34758877,397.34758877,1868558.4054,5555119.83545,-40.11138214,176.15105007,19609045.196,-4882141.25394
"POINT (19591770.2551994 -4898080.66546325)",232900,Papatawa,230.08922396,230.08922396,1854920.21005,5543429.76635,-40.2208018,175.99586663,19591770.2552,-4898080.66546
"POINT (19572800.7700216 -4923888.08131782)",233000,Mangatainoka,496.50143798,496.50143798,1839791.61285,5524279.3263,-40.39758846,175.82546085,19572800.77,-4923888.08132
"POINT (19577352.7774147 -4914997.5149935)",233100,Woodville,4.03940482,4.03940482,1843481.52985,5530923.08085,-40.33673831,175.86635223,19577352.7774,-4914997.51499
"POINT (19603632.0961957 -4894626.77758367)",233200,Dannevirke West,2.07393805,2.07393805,1864080.6992,5545748.49615,-40.19710678,176.10242336,19603632.0962,-4894626.77758
"POINT (19603600.0471568 -4896534.49905933)",233300,Dannevirke East,4.73903491,4.73903491,1864005.3528,5544296.2221,-40.21019552,176.10213546,19603600.0472,-4896534.49906
"POINT (19616299.0861845 -4909741.22517308)",233400,Waitahora,538.28181746,538.28181746,1873350.5089,5533897.96515,-40.30073659,176.21621287,19616299.0862,-4909741.22517
"POINT (19589650.5651358 -4934844.47088232)",233500,Kaitawa,583.42668723,583.42668723,1852358.9179,5515540.23015,-40.47250224,175.97682513,19589650.5651,-4934844.47088
"POINT (19574109.4399597 -4932233.77513928)",233600,Pahiatua,3.86144476,3.86144476,1840585.82725,5517911.321,-40.45465931,175.83721683,19574109.44,-4932233.77514
"POINT (19569294.6181309 -4961387.49249)",233700,Nireaha-Eketahuna,892.63359071,892.63359071,1836216.76105,5495936.93855,-40.65364269,175.79396455,19569294.6181,-4961387.49249
"POINT (19626783.1041708 -4940803.72287404)",233800,Owhanga,1142.48960295,1142.48960295,1880471.8946,5510011.8728,-40.51321329,176.31039241,19626783.1042,-4940803.72287
"POINT (19620033.576987 -4969309.52825557)",233900,Mara,69.09271803,69.09271803,1874536.27275,5488619.29225,-40.7076109,176.24976037,19620033.577,-4969309.52826
"POINT (19516133.6943309 -4942842.06976108)",234000,Kere Kere,228.55623008,228.55623008,1796207.8291,5511155.4728,-40.52713273,175.31641185,19516133.6943,-4942842.06976
"POINT (19506602.0457049 -4933605.78241113)",234100,Foxton Beach,2.63736367,2.63736367,1789131.7694,5518347.0575,-40.46403695,175.23078759,19506602.0457,-4933605.78241
"POINT (19513765.4466527 -4934569.39631178)",234200,Foxton North,4.53325667,4.53325667,1794568.9597,5517476.0528,-40.47062245,175.29513751,19513765.4467,-4934569.39631
"POINT (19515536.8090109 -4936562.11997329)",234300,Foxton South,7.03783479,7.03783479,1795878.44035,5515929.21045,-40.48423901,175.31104993,19515536.809,-4936562.11997
"POINT (19509531.1570338 -4949676.92549766)",234400,Waitarere,94.70184098,94.70184098,1791050.8144,5506106.7312,-40.57378541,175.25710024,19509531.157,-4949676.9255
"POINT (19501899.4746927 -4961361.05928494)",234500,Waikawa (Horowhenua District),62.17806512,62.17806512,1785027.3968,5497407.9262,-40.65346254,175.18854367,19501899.4747,-4961361.05928
"POINT (19534464.4598232 -4944070.72299279)",234600,Miranui,297.06624502,297.06624502,1810130.86655,5509844.46155,-40.53552154,175.48107991,19534464.4598,-4944070.72299
"POINT (19511013.2912171 -4955596.53914522)",234700,Donnelly Park,1.90373975,1.90373975,1792062.2356,5501595.043,-40.61416466,175.27041448,19511013.2912,-4955596.53915
"POINT (19504012.4249129 -4968024.9193609)",234800,Ohau-Manakau,42.22775286,42.22775286,1786505.6044,5492327.6772,-40.69886257,175.20752463,19504012.4249,-4968024.91936
"POINT (19512516.0386965 -4955730.58946874)",234900,Kawiu South,1.02386946,1.02386946,1793201.65585,5501463.9997,-40.61507877,175.28391389,19512516.0387,-4955730.58947
"POINT (19511475.4877191 -4957039.0685172)",235000,Makomako,0.8565575,0.8565575,1792385.2578,5500493.9996,-40.62400084,175.27456646,19511475.4877,-4957039.06852
"POINT (19514362.4255527 -4955530.49136879)",235100,Kawiu North,1.75769404,1.75769404,1794608.8138,5501578.91795,-40.61371427,175.30050027,19514362.4256,-4955530.49137
"POINT (19512619.9680108 -4956937.70167593)",235200,Levin Central,1.04760497,1.04760497,1793256.9033,5500548.18625,-40.6233097,175.2848475,19512619.968,-4956937.70168
"POINT (19515338.6712502 -4959687.17350477)",235300,Tararua,10.746679,10.746679,1795268.1342,5498413.3419,-40.64205371,175.30927003,19515338.6713,-4959687.1735
"POINT (19526920.7138186 -4946174.95448936)",235400,Shannon,2.94390833,2.94390833,1804347.25995,5508409.20115,-40.54988606,175.41331329,19526920.7138,-4946174.95449
